Raw ERP/Planning Export - intentionally messy,,,,,,,,
,,,,,,,,
Date,Dept,Account,Vendor / Customer,Amount EUR,Source,Owner,Status,Manual note
13-Sep-25,Mktg,Events & webinars,Various,"(3,903)",ERP,Andres,posted,Map to GL 6100
01/19/26,Revenue,Service,Corp. clients,"5,451",Check,TBD,accrual,Map to GL 6100
04/05/25,Mktg,Paid media,Google / LinkedIn,"2,851",Pos,TBD,accrual,Ask owner
12/07/25,G&A,Legal fees,Europa Law firm,"6,083",Pos,finance ops,posted,
2025-09-14,COGS,Cloud hosting,AWS / Datadog,"3,210",Pos,Andres,Posted,Map to GL 6100
2025-04-08,R&D,Payroll - eng,Payroll,"(9,749)",manual Entry,finance ops,,One-off item
05-Feb-25,Revenue,Service,Corp. clients,"9,811",Check,,,Map to GL 6100
26 Sep-25,Sales,Sales commission,Payroll,"(9,059)",Check,M. Chen,Posted,One-off item
09-Sep-25,Services,Prof services,Implementation clients,"6,337",cash,finance ops,Posted,
05/29/25,R&D,Payroll - eng,Payroll,"5,924",cash,Erik,accrual,Vendor invoice late
21-Feb-25,Sales,CRM / RevOps tools,Salesforce / Outreach,751,ERP,Erik,Posted,One-off item
2025-01-14,COGS,Cloud hosting,AWS / Datadog,"1,957",manual Entry,TBD,manual adj,Check sign
2025-01-14,Revenue,Subscr. revenue,Corp. clients,"3,154",Check,M. Chen,manual adj,Vendor invoice late
27-Mar-26,COGS,Materials,Johnsons Supply,"(3,470)",Check,TBD,manual adj,Ask owner
05/06/26,Mktg,Events & webinars,Various,"6,347",cash,,manual adj,One-off item
22-Jul-25,Revenue,Revenue,Corp. clients,"9,128",Pos,TBD,,Timing issue
23-Mar-26,R&D,AI automation,n8n,"8,995",Check,finance ops,needs mapping,Vendor invoice late
12 Mar-26,Sales,Sales commission,Payroll,"3,427",Pos,,,Ask owner
2026-03-11,COGS,Materials,Home Depot,"(2,734)",ERP,Erik,accrual,Ask owner
2026-05-01,G&A,Accounting fees,Brandon,"3,663",ERP,Alex - FP&A,late invoice,Timing issue
10/31/25,G&A,Accounting fees,Brandon,"8,425",Pos,M. Chen,needs mapping,Map to GL 6100
2025-02-02,G&A,Office rent,Landlord,"(6,868)",ERP,,accrual,
05-Jun-25,R&D,Payroll - eng,Payroll,"5,621",Check,,manual adj,Map to GL 6100
10/17/25,R&D,AI automation,n8n,"(2,260)",Check,TBD,manual adj,One-off item
2025-11-30,COGS,Materials,Johnsons Supply,"8,756",ERP,,manual adj,One-off item
2025-11-14,COGS,Materials,Electric house,"(1,199)",Check,Alex - FP&A,accrual,Timing issue
2025-01-16,R&D,AI automation,n8n,"1,729",ERP,finance ops,Posted,Ask owner
2025-07-18,G&A,Office rent,Landlord,"8,679",Check,Andres,manual adj,Vendor invoice late
10/05/25,Services,Prof services,Implementation clients,"(5,182)",cash,,,Check sign
2026-01-31,R&D,Payroll - eng,Payroll,"1,073",cash,,needs mapping,Timing issue
04/27/25,Sales,CRM / RevOps tools,Salesforce / Outreach,"4,624",cash,M. Chen,late invoice,Map to GL 6100
2025-01-15,R&D,AI automation,n8n,"8,569",manual Entry,M. Chen,posted,Timing issue
18 Jan-25,Mktg,Paid media,Google / LinkedIn,165,Check,M. Chen,needs mapping,Timing issue
2025-11-18,Services,Prof services,Implementation clients,"6,088",Pos,TBD,accrual,One-off item
12 Mar-26,Revenue,Service,Retail Customer,"1,931",Check,,late invoice,Check sign
14 Jun-26,Mktg,Paid media,Google / LinkedIn,"1,748",manual Entry,TBD,late invoice,Map to GL 6100
2025-01-16,Mktg,Customer appr.,Amazon gift c.,"5,176",Pos,Erik,accrual,Timing issue
18-Jun-26,Mktg,Events & webinars,Various,"(3,851)",manual Entry,Erik,needs mapping,Vendor invoice late
05/29/26,COGS,Materials,Home Depot,"5,660",cash,Erik,manual adj,Map to GL 6100
06 Jan-26,Mktg,Events & webinars,Various,"4,331",ERP,,accrual,Check sign
25-May-26,Services,Support tools,Zendesk / Gainsight,"9,887",cash,,,
2025-04-02,G&A,Office rent,Landlord,"7,346",Check,,accrual,Map to GL 6100
03/12/25,G&A,Office rent,Landlord,"3,353",Pos,M. Chen,late invoice,Map to GL 6100
2026-04-18,Mktg,Events & webinars,Various,"4,686",Check,finance ops,needs mapping,
27-Jun-25,Marketing,Customer appr.,Gift hamper,"6,095",Check,Erik,accrual,Timing issue
09 Nov-25,COGS,Payroll - eng,Payroll,857,ERP,TBD,manual adj,Ask owner
16-Jan-26,Sales,Payroll - sales,Payroll,"9,574",Check,,late invoice,
10 Feb-26,Marketing,Customer appr.,Gift hamper,"(8,292)",manual Entry,Alex - FP&A,posted,One-off item
03/25/25,R&D,AI automation,n8n,"5,105",ERP,,Posted,Timing issue
2025-12-17,COGS,Cloud hosting,AWS / Datadog,"1,874",ERP,TBD,Posted,Timing issue
18 Oct-25,Sales,Payroll - sales,Payroll,"4,487",Check,TBD,manual adj,Check sign
2026-06-16,Mktg,Customer appr.,Amazon gift c.,"2,791",cash,TBD,,Check sign
12 May-25,Revenue,Service,Corp. clients,"3,110",manual Entry,,manual adj,Timing issue
03/10/25,G&A,Legal fees,Buchalter,"7,373",manual Entry,Andres,needs mapping,One-off item
21 Dec-25,Services,Support tools,Zendesk / Gainsight,"3,308",Pos,finance ops,manual adj,Map to GL 6100
2026-04-29,Sales,Payroll - sales,Payroll,"(9,378)",cash,M. Chen,,
2026-04-18,Sales,Payroll - sales,Payroll,56,ERP,Andres,,Check sign
27-Jun-25,Services,Prof services,Implementation clients,"4,999",Check,M. Chen,,Map to GL 6100
22-Apr-26,Sales,Sales commission,Payroll,"1,511",Check,finance ops,needs mapping,
11/11/25,Marketing,Google Ads,Google / LinkedIn,"3,299",ERP,Erik,manual adj,Map to GL 6100
29-Nov-25,Mktg,Paid media,Google / LinkedIn,"9,688",ERP,TBD,posted,Vendor invoice late
2026-06-08,Revenue,Revenue,Corp. clients,"5,508",Pos,M. Chen,needs mapping,Vendor invoice late
05/08/26,COGS,Cloud hosting,AWS / Datadog,"4,457",Check,finance ops,accrual,One-off item
01-Mar-25,Marketing,Google Ads,Google / LinkedIn,"8,437",ERP,Andres,Posted,Check sign
26-Jun-26,R&D,Cloud hosting,AWS / Datadog,"2,617",Pos,Andres,,Ask owner
02-Oct-25,COGS,Materials,Johnsons Supply,"9,609",cash,Andres,needs mapping,Map to GL 6100
06/10/26,COGS,Cloud hosting,AWS / Datadog,"6,514",cash,finance ops,,Check sign
19-Apr-25,Marketing,Paid media,Google / LinkedIn,"4,052",Pos,Alex - FP&A,posted,Vendor invoice late
2026-04-10,Marketing,Google Ads,Google / LinkedIn,"6,329",cash,,Posted,
02 Mar-26,G&A,Accounting fees,Jason CPA,"8,511",manual Entry,finance ops,needs mapping,
2025-05-20,Marketing,Customer appr.,Gift hamper,"4,453",ERP,finance ops,accrual,Ask owner
2026-05-28,Services,Support tools,Zendesk / Gainsight,"8,690",Pos,,,Check sign
2026-05-28,COGS,Materials,Home Depot,"7,673",cash,finance ops,needs mapping,Vendor invoice late
11/11/25,G&A,Accounting fees,Jason CPA,"7,968",manual Entry,Andres,needs mapping,Timing issue
2025-05-16,Revenue,Product sales,Retail Customer,"6,731",Pos,Erik,Posted,Map to GL 6100
30-Jul-25,Marketing,Paid media,Google / LinkedIn,"(3,202)",Pos,M. Chen,accrual,Map to GL 6100
14 Jun-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"5,080",cash,,late invoice,Check sign
04/17/25,Marketing,Events & webinars,Various,"2,794",Pos,Alex - FP&A,,
01/02/25,Marketing,Events & webinars,Various,(702),Pos,,,Vendor invoice late
01/19/26,Sales,Payroll - sales,Payroll,"(8,229)",cash,Erik,posted,One-off item
03/22/25,Sales,Payroll - sales,Payroll,"4,400",cash,finance ops,,Ask owner
01/05/26,Mktg,Customer appr.,Gift hamper,"5,991",ERP,finance ops,manual adj,Vendor invoice late
20 Feb-26,Mktg,Events & webinars,Various,"3,585",manual Entry,TBD,,Check sign
06/01/26,Sales,CRM / RevOps tools,Salesforce / Outreach,"1,790",Check,TBD,,Ask owner
24 Dec-25,Mktg,Customer appr.,Amazon gift c.,"9,003",Pos,finance ops,,Check sign
24-Feb-26,Mktg,Customer appr.,Gift hamper,"(4,401)",Check,TBD,posted,
2026-03-11,Sales,CRM / RevOps tools,Salesforce / Outreach,"3,138",ERP,Erik,Posted,Ask owner
02/21/26,Services,Support tools,Zendesk / Gainsight,"7,491",manual Entry,TBD,late invoice,
01/05/26,Sales,Sales commission,Payroll,"2,948",Check,Alex - FP&A,late invoice,Map to GL 6100
06/26/25,COGS,Payroll - eng,Payroll,"8,033",ERP,TBD,Posted,Vendor invoice late
06/11/25,Services,Prof services,Implementation clients,"5,322",manual Entry,TBD,Posted,Map to GL 6100
19 Feb-25,Marketing,Events & webinars,Various,"2,078",manual Entry,M. Chen,accrual,Map to GL 6100
2026-05-01,COGS,Materials,Walmart,"1,255",Check,Alex - FP&A,Posted,
19-Apr-25,Revenue,Revenue,Corp. clients,"9,384",manual Entry,Alex - FP&A,needs mapping,Timing issue
21-Jul-25,COGS,Materials,Home Depot,"(1,001)",Pos,Erik,,One-off item
03 Mar-26,Revenue,Service,Retail Customer,"1,816",ERP,finance ops,,Ask owner
07/09/26,Sales,Sales commission,Payroll,"9,441",Pos,Andres,needs mapping,Ask owner
03 Jul-26,Sales,Sales commission,Payroll,"6,694",ERP,Andres,late invoice,Vendor invoice late
17 May-25,R&D,Cloud hosting,AWS / Datadog,"6,978",manual Entry,finance ops,late invoice,Check sign
12 Mar-26,Sales,CRM / RevOps tools,Salesforce / Outreach,"7,920",manual Entry,Erik,manual adj,One-off item
2025-12-04,G&A,Office rent,Landlord,"7,661",manual Entry,Alex - FP&A,needs mapping,
01/05/26,Marketing,Google Ads,Google / LinkedIn,"4,260",Pos,Alex - FP&A,posted,Ask owner
03 May-25,G&A,Legal fees,Buchalter,"(8,414)",Pos,M. Chen,needs mapping,
09/10/25,COGS,Materials,Walmart,"(7,128)",manual Entry,M. Chen,,Ask owner
2025-06-08,G&A,Legal fees,Europa Law firm,"4,075",Check,TBD,Posted,Vendor invoice late
14 Jun-26,Revenue,Revenue,Retail Customer,"(9,280)",Check,,needs mapping,One-off item
03 Sep-25,Revenue,Revenue,Corp. clients,"(5,552)",ERP,TBD,needs mapping,Map to GL 6100
14 Jun-26,Revenue,Product sales,Corp. clients,"1,506",ERP,,late invoice,Vendor invoice late
2026-05-07,Marketing,Events & webinars,Various,"2,375",Check,TBD,accrual,Map to GL 6100
2025-10-15,Sales,Payroll - sales,Payroll,"6,781",ERP,Alex - FP&A,accrual,Map to GL 6100
25 Feb-25,G&A,Accounting fees,Brandon,"8,934",Check,M. Chen,,
2026-02-14,Mktg,Customer appr.,Soccer Ticket,"(7,003)",Check,Alex - FP&A,posted,Ask owner
05-May-26,Mktg,Events & webinars,Various,"9,160",Check,finance ops,,
05-May-25,COGS,Cloud hosting,AWS / Datadog,"5,698",cash,finance ops,needs mapping,Ask owner
06/23/25,Sales,Sales commission,Payroll,"(4,640)",Pos,Erik,needs mapping,Check sign
2026-02-14,R&D,AI automation,n8n,"(1,954)",Pos,Andres,late invoice,Ask owner
2025-06-08,Mktg,Paid media,Google / LinkedIn,"(4,670)",ERP,M. Chen,manual adj,Ask owner
20-Mar-26,COGS,Payroll - eng,Payroll,"(8,555)",cash,Alex - FP&A,late invoice,Check sign
06 Sep-25,Mktg,Customer appr.,Amazon gift c.,"3,929",Pos,Erik,,Vendor invoice late
23-Apr-26,COGS,Cloud hosting,AWS / Datadog,(576),cash,Alex - FP&A,,Vendor invoice late
24-Apr-25,Mktg,Paid media,Google / LinkedIn,"9,094",ERP,,late invoice,Ask owner
07 Jul-26,Services,Prof services,Implementation clients,"2,349",cash,M. Chen,,One-off item
2025-06-18,Services,Prof services,Implementation clients,"1,400",Pos,M. Chen,Posted,Map to GL 6100
01-May-25,Services,Prof services,Implementation clients,"(3,342)",manual Entry,Erik,posted,Check sign
12-Apr-25,Revenue,Subscr. revenue,Retail Customer,"1,970",Pos,,manual adj,Vendor invoice late
24 Apr-26,Services,Prof services,Implementation clients,"3,371",cash,Alex - FP&A,Posted,Check sign
08-Nov-25,Marketing,Customer appr.,Gift hamper,694,Check,TBD,manual adj,Ask owner
23-Mar-26,Sales,Payroll - sales,Payroll,"7,872",Pos,M. Chen,posted,
06/04/26,R&D,AI automation,n8n,"1,942",cash,finance ops,Posted,Map to GL 6100
19 Feb-25,Services,Prof services,Implementation clients,"6,934",Check,,accrual,Map to GL 6100
2025-03-19,R&D,AI automation,n8n,"9,540",Pos,Alex - FP&A,Posted,Timing issue
09 Nov-25,Marketing,Events & webinars,Various,437,cash,Andres,accrual,Map to GL 6100
06/15/26,Marketing,Events & webinars,Various,"9,062",ERP,TBD,accrual,One-off item
2026-03-06,Services,Support tools,Zendesk / Gainsight,"5,592",Check,Erik,late invoice,Timing issue
06/26/25,Sales,CRM / RevOps tools,Salesforce / Outreach,"9,160",manual Entry,M. Chen,manual adj,Map to GL 6100
02/16/26,Mktg,Events & webinars,Various,355,Pos,finance ops,accrual,Timing issue
26 Sep-25,COGS,Cloud hosting,AWS / Datadog,"3,144",ERP,,posted,Timing issue
2026-06-19,COGS,Cloud hosting,AWS / Datadog,"2,815",Check,Alex - FP&A,manual adj,Ask owner
2025-11-14,Mktg,Customer appr.,Soccer Ticket,"8,303",cash,,manual adj,Vendor invoice late
07-Mar-26,COGS,Cloud hosting,AWS / Datadog,"3,413",ERP,Erik,needs mapping,Check sign
16 Mar-25,R&D,Cloud hosting,AWS / Datadog,"3,506",Check,Andres,accrual,Map to GL 6100
03/30/26,COGS,Materials,Johnsons Supply,"(1,943)",Pos,TBD,,
05/04/25,COGS,Cloud hosting,AWS / Datadog,"9,912",manual Entry,M. Chen,needs mapping,Vendor invoice late
20 Mar-25,Marketing,Paid media,Google / LinkedIn,"2,750",Check,Erik,accrual,One-off item
04-Jul-26,R&D,AI automation,n8n,"2,596",cash,M. Chen,posted,One-off item
29-Mar-26,COGS,Cloud hosting,AWS / Datadog,"2,072",ERP,Alex - FP&A,late invoice,One-off item
03 May-25,COGS,Cloud hosting,AWS / Datadog,"(2,362)",cash,finance ops,late invoice,Vendor invoice late
2025-04-08,Marketing,Google Ads,Google / LinkedIn,"4,297",Check,,accrual,Vendor invoice late
01/05/26,Revenue,Service,Corp. clients,"(5,989)",Check,M. Chen,accrual,
27-Mar-26,G&A,Legal fees,Europa Law firm,"3,399",cash,Erik,posted,Timing issue
2025-04-02,Marketing,Google Ads,Google / LinkedIn,"6,588",manual Entry,Andres,accrual,Vendor invoice late
23-Apr-26,Services,Support tools,Zendesk / Gainsight,"4,726",Check,Andres,needs mapping,
02/07/25,Marketing,Paid media,Google / LinkedIn,"(4,085)",manual Entry,Alex - FP&A,late invoice,Timing issue
24 Dec-25,Sales,CRM / RevOps tools,Salesforce / Outreach,"1,152",Pos,finance ops,needs mapping,Check sign
12 May-25,Mktg,Events & webinars,Various,"3,626",ERP,Andres,late invoice,Check sign
09-Jul-25,Services,Support tools,Zendesk / Gainsight,"9,494",manual Entry,,late invoice,
01/22/25,G&A,Accounting fees,Brandon,"(5,049)",Pos,,posted,Map to GL 6100
07/15/25,Mktg,Paid media,Google / LinkedIn,"9,549",Check,TBD,,Map to GL 6100
13 Nov-25,Services,Prof services,Implementation clients,"3,907",manual Entry,,accrual,Vendor invoice late
04 Feb-26,G&A,Legal fees,Europa Law firm,"1,772",Check,Erik,needs mapping,One-off item
25-Jan-26,COGS,Cloud hosting,AWS / Datadog,"(7,170)",cash,TBD,Posted,
10/11/25,G&A,Office rent,Landlord,"9,923",Check,,,Vendor invoice late
04/27/25,R&D,Cloud hosting,AWS / Datadog,"1,106",ERP,Andres,late invoice,Map to GL 6100
04/05/25,Mktg,Customer appr.,Gift hamper,"(3,677)",Check,TBD,needs mapping,
2025-09-01,COGS,Payroll - eng,Payroll,"3,418",manual Entry,TBD,Posted,Vendor invoice late
03 Apr-26,G&A,Legal fees,Buchalter,"2,355",ERP,Erik,,Map to GL 6100
10 Jan-25,G&A,Legal fees,Buchalter,"3,931",cash,M. Chen,Posted,Ask owner
06 Sep-25,G&A,Accounting fees,Brandon,"8,468",ERP,Alex - FP&A,,Map to GL 6100
09-Mar-25,R&D,Cloud hosting,AWS / Datadog,29,cash,,Posted,One-off item
25-Jan-26,Mktg,Customer appr.,Gift hamper,"4,923",manual Entry,M. Chen,Posted,Timing issue
06/10/26,R&D,AI automation,n8n,"1,595",manual Entry,M. Chen,Posted,
25-Apr-25,Mktg,Events & webinars,Various,"8,508",Pos,M. Chen,posted,One-off item
22 Jan-26,Revenue,Subscr. revenue,Corp. clients,"7,813",manual Entry,finance ops,accrual,
21-Jul-25,Revenue,Subscr. revenue,Retail Customer,395,Check,,posted,Ask owner
13 Mar-25,Services,Support tools,Zendesk / Gainsight,"7,289",Pos,Erik,late invoice,One-off item
22 Jan-26,Sales,Payroll - sales,Payroll,"2,606",cash,finance ops,accrual,One-off item
2025-06-16,Mktg,Paid media,Google / LinkedIn,"6,179",Check,finance ops,Posted,Ask owner
2025-11-23,G&A,Accounting fees,Brandon,"7,698",Check,Erik,needs mapping,One-off item
2025-01-04,Sales,CRM / RevOps tools,Salesforce / Outreach,"7,092",Check,Alex - FP&A,needs mapping,Check sign
06 Feb-25,Sales,CRM / RevOps tools,Salesforce / Outreach,"9,916",ERP,finance ops,accrual,
04 Jul-25,R&D,Payroll - eng,Payroll,"9,319",cash,,accrual,Map to GL 6100
08-Dec-25,COGS,Cloud hosting,AWS / Datadog,(81),Pos,M. Chen,posted,Ask owner
24-Jul-25,Services,Prof services,Implementation clients,"(9,531)",cash,Andres,Posted,Vendor invoice late
2026-03-11,Revenue,Revenue,Corp. clients,(724),Pos,,,Check sign
06/01/25,G&A,Office rent,Landlord,"7,684",Check,TBD,Posted,Map to GL 6100
23-Apr-26,COGS,Payroll - eng,Payroll,"7,905",cash,TBD,needs mapping,Ask owner
02/10/25,Revenue,Service,Corp. clients,"6,047",ERP,M. Chen,late invoice,Map to GL 6100
2025-11-07,Services,Support tools,Zendesk / Gainsight,"7,266",ERP,Andres,,Timing issue
24-Jul-25,Services,Support tools,Zendesk / Gainsight,"3,929",Check,,needs mapping,Timing issue
18-Mar-26,COGS,Materials,Home Depot,756,Pos,finance ops,,Check sign
06/28/25,Marketing,Customer appr.,Gift hamper,"(9,570)",Check,Erik,manual adj,
02/15/26,Revenue,Subscr. revenue,Corp. clients,"2,444",Check,TBD,posted,Map to GL 6100
09/12/25,G&A,Accounting fees,Jason CPA,"2,124",manual Entry,Andres,late invoice,Map to GL 6100
10 Jul-25,Services,Support tools,Zendesk / Gainsight,"4,099",manual Entry,Andres,accrual,Vendor invoice late
2026-06-08,R&D,Payroll - eng,Payroll,"3,609",ERP,Andres,accrual,One-off item
2025-07-19,COGS,Cloud hosting,AWS / Datadog,"7,136",Pos,Alex - FP&A,posted,Timing issue
2025-06-24,Services,Support tools,Zendesk / Gainsight,631,Pos,,late invoice,One-off item
12/07/25,Revenue,Service,Corp. clients,"(6,857)",Pos,Alex - FP&A,,
13 Jan-25,COGS,Payroll - eng,Payroll,"4,419",ERP,TBD,Posted,Check sign
02/12/25,Sales,CRM / RevOps tools,Salesforce / Outreach,(695),Pos,M. Chen,accrual,Ask owner
22 Apr-25,Marketing,Paid media,Google / LinkedIn,"2,565",Pos,,manual adj,Map to GL 6100
07 Jul-26,Services,Support tools,Zendesk / Gainsight,"9,406",manual Entry,,posted,
02/20/25,Sales,CRM / RevOps tools,Salesforce / Outreach,"4,100",Pos,Andres,needs mapping,Vendor invoice late
19-Apr-25,Revenue,Revenue,Retail Customer,"7,294",manual Entry,M. Chen,accrual,One-off item
23-Feb-26,Services,Prof services,Implementation clients,"8,757",Pos,Erik,accrual,Timing issue
2026-05-21,Mktg,Customer appr.,Amazon gift c.,"1,447",Pos,TBD,needs mapping,
20 Jul-25,Services,Support tools,Zendesk / Gainsight,"8,943",Check,Alex - FP&A,,One-off item
03/22/25,Mktg,Paid media,Google / LinkedIn,"(6,430)",manual Entry,TBD,needs mapping,
20 Jul-25,G&A,Office rent,Landlord,"6,334",cash,Erik,needs mapping,Vendor invoice late
04/20/25,G&A,Office rent,Landlord,"4,454",manual Entry,finance ops,Posted,Vendor invoice late
2026-07-02,Marketing,Events & webinars,Various,761,Pos,M. Chen,accrual,Vendor invoice late
07 Apr-26,Sales,Sales commission,Payroll,"1,174",ERP,Alex - FP&A,accrual,One-off item
08-May-25,Sales,Sales commission,Payroll,"(4,074)",Check,Alex - FP&A,,Vendor invoice late
02/27/25,Revenue,Revenue,Retail Customer,"8,649",ERP,Andres,posted,
05/29/26,COGS,Cloud hosting,AWS / Datadog,"2,577",ERP,Erik,posted,
25-May-26,G&A,Legal fees,Europa Law firm,"5,490",manual Entry,Erik,Posted,Vendor invoice late
23-Mar-26,R&D,Payroll - eng,Payroll,"1,512",ERP,,,Timing issue
2026-06-08,Mktg,Events & webinars,Various,"6,050",ERP,M. Chen,needs mapping,Vendor invoice late
04 Apr-26,COGS,Cloud hosting,AWS / Datadog,"5,689",cash,finance ops,Posted,Check sign
2026-03-05,COGS,Materials,Walmart,"3,869",cash,M. Chen,posted,Vendor invoice late
05/26/25,Sales,Sales commission,Payroll,"4,438",cash,Alex - FP&A,,
17 May-25,G&A,Office rent,Landlord,"6,340",Pos,Alex - FP&A,,Map to GL 6100
07/01/26,Revenue,Service,Corp. clients,"5,544",cash,Alex - FP&A,Posted,Map to GL 6100
2025-02-02,Revenue,Product sales,Retail Customer,"1,112",cash,M. Chen,accrual,One-off item
18 Jan-25,Mktg,Events & webinars,Various,"3,676",manual Entry,,accrual,Vendor invoice late
2025-06-22,Services,Prof services,Implementation clients,"(7,504)",Pos,Alex - FP&A,needs mapping,Ask owner
01/19/25,Services,Support tools,Zendesk / Gainsight,"4,364",ERP,TBD,Posted,Check sign
01/02/25,Mktg,Customer appr.,Gift hamper,558,manual Entry,,,Map to GL 6100
07 Jul-26,R&D,Cloud hosting,AWS / Datadog,"6,358",Check,finance ops,late invoice,
08/05/25,COGS,Payroll - eng,Payroll,"9,674",ERP,M. Chen,manual adj,Ask owner
24 Apr-26,Revenue,Service,Retail Customer,"8,586",ERP,Alex - FP&A,late invoice,Check sign
2025-06-03,COGS,Payroll - eng,Payroll,"1,814",ERP,,posted,Check sign
21-Feb-25,Revenue,Service,Retail Customer,"2,042",manual Entry,TBD,accrual,One-off item
06 Feb-25,Marketing,Google Ads,Google / LinkedIn,"4,757",Check,finance ops,accrual,Check sign
29 Oct-25,R&D,Payroll - eng,Payroll,"(8,252)",cash,TBD,accrual,
